customer_id,churn_probability,risk_level,control_churn_probability,treatment_churn_probability,uplift,persuadability_segment,customer_value_eur,customer_value_segment,recommended_offer,recommended_offer_cost,recommended_expected_value,recommended_roi,recommendation_reason
C09751,0.01527,Low,0.00944,0.0076,0.00184,LOW RESPONSE,1817.37,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09752,0.01152,Low,0.00579,0.00867,-0.00288,NEGATIVE RESPONSE,1733.8,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09753,0.00964,Low,0.01905,0.01707,0.00198,LOW RESPONSE,1810.01,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09754,0.31033,Medium,0.02603,0.11853,-0.0925,NEGATIVE RESPONSE,1494.72,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09755,0.00888,Low,0.02452,0.02552,-0.001,NEGATIVE RESPONSE,1556.32,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09756,0.04166,Low,0.00854,0.0488,-0.04025,NEGATIVE RESPONSE,1223.5,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09757,0.06171,Low,0.01023,0.05542,-0.04519,NEGATIVE RESPONSE,1616.44,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09758,0.02549,Low,0.01108,0.02128,-0.0102,NEGATIVE RESPONSE,2014.49,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09759,0.00285,Low,0.01463,0.01101,0.00361,LOW RESPONSE,1933.14,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09760,0.1834,Low,0.02121,0.13253,-0.11132,NEGATIVE RESPONSE,852.78,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09761,0.0355,Low,0.02146,0.01278,0.00868,HIGHLY PERSUADABLE,1579.86,High Value,Loyalty Reward,10.0,13.71,1.37,Moderate uplift but low offer cost
C09762,0.01881,Low,0.01165,0.01197,-0.00033,LOW RESPONSE,1229.91,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09763,0.1306,Low,0.01547,0.01068,0.0048,PERSUADABLE,1447.21,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09764,0.01285,Low,0.00431,0.00663,-0.00232,NEGATIVE RESPONSE,1033.71,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09765,0.10088,Low,0.01469,0.07619,-0.0615,NEGATIVE RESPONSE,1577.73,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09766,0.00653,Low,0.01179,0.02107,-0.00928,NEGATIVE RESPONSE,1970.55,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09767,0.25762,Low,0.01267,0.10035,-0.08768,NEGATIVE RESPONSE,775.09,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09768,0.00423,Low,0.00612,0.00909,-0.00297,NEGATIVE RESPONSE,1655.13,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09769,0.0181,Low,0.00868,0.00777,0.0009,LOW RESPONSE,1868.27,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09770,0.07842,Low,0.00547,0.03482,-0.02934,NEGATIVE RESPONSE,1784.28,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09771,0.01207,Low,0.00757,0.00993,-0.00236,NEGATIVE RESPONSE,790.26,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09772,0.05422,Low,0.01082,0.05875,-0.04793,NEGATIVE RESPONSE,1494.69,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09773,0.01376,Low,0.00859,0.01212,-0.00353,NEGATIVE RESPONSE,945.27,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09774,0.01776,Low,0.01798,0.01112,0.00685,LOW RESPONSE,1817.17,Very High Value,Loyalty Reward,10.0,12.45,1.24,Moderate uplift but low offer cost
C09775,0.66425,High,0.01004,0.14342,-0.13338,NEGATIVE RESPONSE,535.16,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09776,0.08974,Low,0.01195,0.06592,-0.05397,NEGATIVE RESPONSE,1826.92,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09777,0.02863,Low,0.01366,0.01127,0.00239,LOW RESPONSE,1841.53,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09778,0.26607,Low,0.01262,0.06599,-0.05337,NEGATIVE RESPONSE,1125.53,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09779,0.12538,Low,0.01504,0.05207,-0.03703,NEGATIVE RESPONSE,1886.76,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09780,0.19712,Low,0.01236,0.0487,-0.03634,NEGATIVE RESPONSE,1123.12,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09781,0.00659,Low,0.01326,0.01245,0.00081,LOW RESPONSE,1919.02,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09782,0.01003,Low,0.00576,0.02735,-0.02159,NEGATIVE RESPONSE,1393.66,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09783,0.16336,Low,0.01996,0.09879,-0.07884,NEGATIVE RESPONSE,783.43,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09784,0.00715,Low,0.01741,0.02628,-0.00887,NEGATIVE RESPONSE,2061.18,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09785,0.00729,Low,0.01527,0.00952,0.00576,LOW RESPONSE,1903.39,Very High Value,Loyalty Reward,10.0,10.96,1.1,Moderate uplift but low offer cost
C09786,0.01118,Low,0.00529,0.00584,-0.00055,LOW RESPONSE,1159.65,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09787,0.04132,Low,0.01837,0.01764,0.00073,LOW RESPONSE,956.04,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09788,0.00747,Low,0.00595,0.00891,-0.00295,NEGATIVE RESPONSE,1804.85,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09789,0.01346,Low,0.01138,0.00926,0.00212,LOW RESPONSE,1890.51,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09790,0.01799,Low,0.00917,0.00664,0.00253,LOW RESPONSE,1374.37,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09791,0.00612,Low,0.00728,0.01069,-0.00342,NEGATIVE RESPONSE,1848.74,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09792,0.01408,Low,0.01667,0.0163,0.00038,LOW RESPONSE,1745.7,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09793,0.01956,Low,0.01142,0.01185,-0.00044,LOW RESPONSE,1764.96,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09794,0.01742,Low,0.00455,0.00942,-0.00487,NEGATIVE RESPONSE,1065.73,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09795,0.0181,Low,0.0089,0.00991,-0.00101,NEGATIVE RESPONSE,1208.03,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09796,0.01117,Low,0.00877,0.01106,-0.00228,NEGATIVE RESPONSE,1119.28,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09797,0.29072,Low,0.01506,0.06947,-0.05441,NEGATIVE RESPONSE,1511.93,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09798,0.00673,Low,0.01093,0.02191,-0.01098,NEGATIVE RESPONSE,1898.74,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09799,0.01157,Low,0.02294,0.02982,-0.00687,NEGATIVE RESPONSE,2013.09,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09800,0.05052,Low,0.00933,0.06292,-0.0536,NEGATIVE RESPONSE,1353.92,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09801,0.06198,Low,0.00848,0.0573,-0.04882,NEGATIVE RESPONSE,1644.66,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09802,0.00177,Low,0.0059,0.01068,-0.00478,NEGATIVE RESPONSE,2019.66,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09803,0.05234,Low,0.00931,0.03908,-0.02976,NEGATIVE RESPONSE,1748.37,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09804,0.02119,Low,0.00831,0.02142,-0.01312,NEGATIVE RESPONSE,1702.47,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09805,0.03285,Low,0.00841,0.06307,-0.05466,NEGATIVE RESPONSE,1552.73,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09806,0.02814,Low,0.01293,0.01215,0.00078,LOW RESPONSE,1148.93,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09807,0.46946,Medium,0.02415,0.11581,-0.09166,NEGATIVE RESPONSE,1469.81,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09808,0.10035,Low,0.0248,0.02056,0.00424,PERSUADABLE,881.05,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09809,0.0065,Low,0.01135,0.01208,-0.00073,LOW RESPONSE,1242.87,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09810,0.10394,Low,0.00699,0.033,-0.02602,NEGATIVE RESPONSE,1625.24,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09811,0.01903,Low,0.01016,0.03395,-0.02379,NEGATIVE RESPONSE,1864.82,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09812,0.01064,Low,0.01135,0.00962,0.00173,LOW RESPONSE,1809.05,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09813,0.00725,Low,0.01579,0.00627,0.00952,LOW RESPONSE,1897.99,Very High Value,Loyalty Reward,10.0,18.07,1.81,Moderate uplift but low offer cost
C09814,0.00668,Low,0.01334,0.00873,0.00462,LOW RESPONSE,1965.69,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09815,0.04468,Low,0.01548,0.03172,-0.01624,NEGATIVE RESPONSE,1943.38,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09816,0.13609,Low,0.01084,0.00696,0.00387,PERSUADABLE,1538.42,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09817,0.02001,Low,0.00848,0.00732,0.00116,LOW RESPONSE,1796.64,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09818,0.9561,Critical,0.01355,0.0724,-0.05884,NEGATIVE RESPONSE,792.08,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09819,0.01259,Low,0.00749,0.00895,-0.00146,NEGATIVE RESPONSE,1068.32,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09820,0.00973,Low,0.0187,0.01511,0.00359,LOW RESPONSE,1360.43,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09821,0.00509,Low,0.0083,0.0123,-0.004,NEGATIVE RESPONSE,1754.81,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09822,0.00671,Low,0.01102,0.02737,-0.01635,NEGATIVE RESPONSE,2045.5,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09823,0.10711,Low,0.00989,0.04896,-0.03907,NEGATIVE RESPONSE,1206.25,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09824,0.01353,Low,0.01074,0.00699,0.00376,LOW RESPONSE,1857.49,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09825,0.1666,Low,0.0118,0.04848,-0.03667,NEGATIVE RESPONSE,1151.82,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09826,0.05424,Low,0.02041,0.05314,-0.03273,NEGATIVE RESPONSE,1916.99,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09827,0.09365,Low,0.01559,0.05242,-0.03683,NEGATIVE RESPONSE,1868.7,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09828,0.90998,Critical,0.00793,0.02647,-0.01854,NEGATIVE RESPONSE,773.76,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09829,0.01574,Low,0.01431,0.01571,-0.0014,NEGATIVE RESPONSE,1389.08,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09830,0.94472,Critical,0.0379,0.35149,-0.31359,NEGATIVE RESPONSE,429.56,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09831,0.00313,Low,0.01317,0.01233,0.00085,LOW RESPONSE,2065.13,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09832,0.0113,Low,0.02013,0.00974,0.01038,LOW RESPONSE,1929.59,Very High Value,Priority Support,15.0,20.03,1.34,Moderate uplift with low offer cost
C09833,0.0066,Low,0.00787,0.00612,0.00176,LOW RESPONSE,2013.08,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09834,0.08284,Low,0.00743,0.04158,-0.03414,NEGATIVE RESPONSE,814.61,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09835,0.48458,Medium,0.01831,0.07794,-0.05963,NEGATIVE RESPONSE,636.96,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09836,0.00448,Low,0.01077,0.01624,-0.00546,NEGATIVE RESPONSE,2001.12,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09837,0.97312,Critical,0.02069,0.2794,-0.25871,NEGATIVE RESPONSE,800.13,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09838,0.0122,Low,0.00954,0.01027,-0.00072,LOW RESPONSE,1308.13,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09839,0.01233,Low,0.01094,0.01004,0.0009,LOW RESPONSE,1154.48,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09840,0.00778,Low,0.01197,0.01428,-0.00231,NEGATIVE RESPONSE,1232.16,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09841,0.03911,Low,0.02019,0.055,-0.03481,NEGATIVE RESPONSE,1324.07,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09842,0.00174,Low,0.00897,0.00681,0.00216,LOW RESPONSE,1464.73,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09843,0.00249,Low,0.01485,0.01501,-0.00017,LOW RESPONSE,2082.27,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09844,0.18935,Low,0.00994,0.0449,-0.03496,NEGATIVE RESPONSE,1640.88,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09845,0.35114,Medium,0.01889,0.05466,-0.03577,NEGATIVE RESPONSE,1547.58,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09846,0.00213,Low,0.00759,0.0078,-0.00022,LOW RESPONSE,1802.98,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09847,0.01122,Low,0.00874,0.00609,0.00265,LOW RESPONSE,1265.94,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09848,0.01531,Low,0.00691,0.05118,-0.04427,NEGATIVE RESPONSE,1438.29,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09849,0.05034,Low,0.01661,0.01426,0.00236,PERSUADABLE,2010.8,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09850,0.04844,Low,0.01169,0.01123,0.00047,LOW RESPONSE,1905.22,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09851,0.11102,Low,0.00839,0.06558,-0.05719,NEGATIVE RESPONSE,1704.44,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09852,0.0049,Low,0.00809,0.01253,-0.00444,NEGATIVE RESPONSE,1879.7,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09853,0.01521,Low,0.01416,0.01482,-0.00066,LOW RESPONSE,1517.92,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09854,0.06985,Low,0.01199,0.06083,-0.04884,NEGATIVE RESPONSE,1707.16,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09855,0.02377,Low,0.01654,0.02774,-0.0112,NEGATIVE RESPONSE,2056.51,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09856,0.01549,Low,0.00907,0.06815,-0.05908,NEGATIVE RESPONSE,1865.86,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09857,0.01655,Low,0.00922,0.01547,-0.00625,NEGATIVE RESPONSE,1948.25,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09858,0.00949,Low,0.00934,0.01514,-0.00579,NEGATIVE RESPONSE,1830.16,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09859,0.01857,Low,0.00738,0.01023,-0.00285,NEGATIVE RESPONSE,1434.82,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09860,0.02288,Low,0.01437,0.03805,-0.02368,NEGATIVE RESPONSE,1631.03,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09861,0.02997,Low,0.02899,0.01048,0.01851,LOW RESPONSE,1135.12,Medium Value,Priority Support,15.0,21.01,1.4,Moderate uplift with low offer cost
C09862,0.38019,Medium,0.06574,0.19931,-0.13357,NEGATIVE RESPONSE,1050.04,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09863,0.29096,Low,0.07171,0.17328,-0.10158,NEGATIVE RESPONSE,1103.28,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09864,0.12527,Low,0.00642,0.05423,-0.04781,NEGATIVE RESPONSE,1184.56,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09865,0.16377,Low,0.01085,0.05381,-0.04297,NEGATIVE RESPONSE,1831.29,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09866,0.01069,Low,0.00889,0.01021,-0.00132,NEGATIVE RESPONSE,1698.13,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09867,0.07929,Low,0.00875,0.0543,-0.04555,NEGATIVE RESPONSE,1707.86,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09868,0.011,Low,0.00796,0.01121,-0.00325,NEGATIVE RESPONSE,1991.98,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09869,0.285,Low,0.01293,0.05074,-0.03781,NEGATIVE RESPONSE,1308.73,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09870,0.16132,Low,0.01357,0.05401,-0.04044,NEGATIVE RESPONSE,1240.82,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09871,0.00361,Low,0.00618,0.00741,-0.00123,NEGATIVE RESPONSE,1896.49,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09872,0.04655,Low,0.0119,0.01157,0.00033,LOW RESPONSE,876.67,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09873,0.02701,Low,0.00902,0.01514,-0.00612,NEGATIVE RESPONSE,1756.47,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09874,0.01673,Low,0.00791,0.00804,-0.00014,LOW RESPONSE,1465.45,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09875,0.05878,Low,0.01154,0.01394,-0.0024,NEGATIVE RESPONSE,1505.05,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09876,0.08117,Low,0.01158,0.05035,-0.03877,NEGATIVE RESPONSE,1876.21,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09877,0.01477,Low,0.00748,0.01025,-0.00277,NEGATIVE RESPONSE,1850.56,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09878,0.02896,Low,0.00776,0.04195,-0.03418,NEGATIVE RESPONSE,1946.49,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09879,0.05719,Low,0.01864,0.06017,-0.04154,NEGATIVE RESPONSE,1713.35,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09880,0.01813,Low,0.02001,0.02276,-0.00275,NEGATIVE RESPONSE,1878.18,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09881,0.00483,Low,0.01003,0.01312,-0.0031,NEGATIVE RESPONSE,1909.59,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09882,0.97159,Critical,0.01112,0.27148,-0.26036,NEGATIVE RESPONSE,787.23,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09883,0.05924,Low,0.00884,0.07593,-0.06709,NEGATIVE RESPONSE,1409.75,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09884,0.18638,Low,0.03404,0.15828,-0.12424,NEGATIVE RESPONSE,1720.42,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09885,0.02607,Low,0.01965,0.08178,-0.06213,NEGATIVE RESPONSE,1630.93,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09886,0.02007,Low,0.00513,0.0127,-0.00757,NEGATIVE RESPONSE,1616.76,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09887,0.01938,Low,0.00996,0.01126,-0.0013,NEGATIVE RESPONSE,1463.82,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09888,0.04762,Low,0.00627,0.05555,-0.04928,NEGATIVE RESPONSE,1638.88,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09889,0.28951,Low,0.00611,0.04671,-0.04059,NEGATIVE RESPONSE,1164.62,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09890,0.0083,Low,0.00651,0.0288,-0.02229,NEGATIVE RESPONSE,1455.53,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09891,0.0192,Low,0.00882,0.00728,0.00154,LOW RESPONSE,885.55,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09892,0.00755,Low,0.01075,0.0116,-0.00085,LOW RESPONSE,1957.48,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09893,0.03252,Low,0.00925,0.00955,-0.0003,LOW RESPONSE,1898.82,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09894,0.0114,Low,0.01633,0.01405,0.00228,LOW RESPONSE,2059.33,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09895,0.02652,Low,0.01174,0.05333,-0.04159,NEGATIVE RESPONSE,1881.02,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09896,0.05425,Low,0.00629,0.04168,-0.03539,NEGATIVE RESPONSE,1058.25,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09897,0.09294,Low,0.00718,0.054,-0.04682,NEGATIVE RESPONSE,1043.06,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09898,0.19314,Low,0.02119,0.1518,-0.13061,NEGATIVE RESPONSE,1803.59,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09899,0.36543,Medium,0.00783,0.07999,-0.07217,NEGATIVE RESPONSE,1322.65,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09900,0.02115,Low,0.01622,0.00848,0.00775,LOW RESPONSE,1070.85,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09901,0.0059,Low,0.01209,0.02332,-0.01123,NEGATIVE RESPONSE,1377.91,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09902,0.01125,Low,0.00735,0.01171,-0.00436,NEGATIVE RESPONSE,1176.89,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09903,0.00354,Low,0.01255,0.01477,-0.00222,NEGATIVE RESPONSE,1918.77,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09904,0.0412,Low,0.00758,0.04737,-0.03979,NEGATIVE RESPONSE,1702.04,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09905,0.01037,Low,0.01932,0.01227,0.00705,LOW RESPONSE,2010.34,Very High Value,Loyalty Reward,10.0,14.17,1.42,Moderate uplift but low offer cost
C09906,0.02061,Low,0.00795,0.00916,-0.00121,NEGATIVE RESPONSE,1250.8,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09907,0.0118,Low,0.00661,0.01214,-0.00553,NEGATIVE RESPONSE,1101.28,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09908,0.10022,Low,0.00555,0.03568,-0.03013,NEGATIVE RESPONSE,1727.4,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09909,0.00332,Low,0.007,0.00698,2e-05,LOW RESPONSE,1532.43,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09910,0.12856,Low,0.00828,0.06147,-0.05319,NEGATIVE RESPONSE,799.33,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09911,0.01518,Low,0.00967,0.01615,-0.00648,NEGATIVE RESPONSE,1768.11,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
